pokemon_id,pokemon_name,gen_number,base_hp,base_attack,base_defense,base_sp_attack,base_sp_def,base_speed,description,evolution
85,Dodrio,1,60,110,70,60,60,100,"Dodrio is a large, wingless, three-headed avian Pokémon . Each head has a long, sharp beak and a black V-shaped, feather crest. It has bristly brown feathers covering its head and upper body, while its lower half has a smooth layer of black feathers. Its tail consists of three pale red feathers with lighter tips. Its wingless body rests on two long and slender, but powerful legs with feet that have three clawed toes in front and one in back. A male has black necks, whereas a female has brown necks; both genders have brown legs. Each head has its own working brain and distinct personality. Each head represents and expresses either sorrow, anger, or joy. Despite being separate, it has the innate ability to use all three of its brains to collect data, formulate, and then execute complex plans and strategies. However, on occasion, it may overthink, which causes it to become immobilized and unable to carry out any action whatsoever. Being separate individuals on the same body, the three heads will continue to bicker until they, or at least one of them, gets to eat. This satisfies the other two heads, quelling them and temporarily ending their infighting. The strongest of Dodrio's heads and the thickest neck will become the leader and gain primary control of the body. Another form of adaptation that it has acquired is the ability to have at least one head alert at all times. Extreme caution is advised when all three heads are facing separate directions. It is in this state that it is the most dangerous and going near it may result in a severe pecking. Along with its three heads, it has three sets of hearts and lungs as well. This allows it to efficiently oxygenate and pump blood throughout its body, thus giving it increased endurance to run vast distances without rest. It is especially prone to race vigorously across grassy plains , even in arid seasons with little rainfall. As a result, despite being slower than Doduo , Dodrio can keep running for an even longer time. As mentioned in Pokémon Sleep , Dodrio is known to usually sleep standing up.Each of the three heads taking turns sleeping while one head stays awake. However, should Dodrio become very tired, even the head that remains awake may start to doze off.",Dodrio evolves from Doduo .
52,Meowth,1,40,45,35,40,40,90,"Meowth is a small, feline Pokémon with cream-colored fur that turns brown at the tips of its hind paws and tail. Its ovoid head features four prominent whiskers, wide eyes with slit pupils, two pointed teeth in the upper jaw, and a gold koban coin embedded in its forehead. Its ears are black with brown interiors and are flanked with an additional pair of long whiskers. Meowth can freely manipulate its claws, retracting them when it wants to move silently. The tip of its tail curls tightly. Meowth is a quadruped with the ability to walk on its hind legs. While the games almost always depict Meowth on two legs, it is stated in the Pokémon the Series episode Go West Young Meowth that Meowth normally walks on all fours. Meowth is attracted to round and shiny objects and has the unique ability to produce coins using its signature move , Pay Day . Meowth and its evolved forms are the only known Pokémon capable of learning the move Pay Day by leveling up. Being nocturnal, it is known to wander about city streets at night and pick up anything that sparkles, including loose change. Upon finding a sparkling object, its eyes will glitter and the coin on its forehead will shine brightly. It shares this intrigue with Murkrow , with whom it often fights with for objects and prey. Meowth is a playful but fickle Pokémon with the capacity for human-like intelligence, with at least one member of the species teaching itself how to speak. Meowth tends to live in urban areas to collect the coins that people drop. As mentioned in Pokémon Sleep , Meowth is known to sleep with the coins it collects.",Meowth evolves into Persian .
103,Exeggutor,1,95,95,85,125,65,55,"Exeggutor is a tall, bipedal Pokémon that resembles a coconut tree or palm tree. Its body and legs are light brown with thin black rings and its legs are thick with two-toed feet. There is a light yellow paw pad on each foot's underside. It has thin, green leaves sprouting from the top of its body. Exeggutor has three round, light yellow heads that resemble coconuts, each with different facial expressions. Exeggutor's heads think independently and don't appear interested in one another, so it makes a lot of noise as each head speaks its mind. They still appear to get along, though, for they never squabble amongst themselves. If all the heads want to go in a different direction, its body is unable to move. They are able to communicate telepathically as well and sometimes use it to come to a joint decision. It uses psychic powers to fight, and since all three heads are capable its power is tripled. If one of these heads grows too large, it falls off and groups together with others to become an Exeggcute . In the Pokémon the Series: The Beginning episode The March of the Exeggutor Squad , Exeggutor also has been seen in groups of its own kind, meaning that it is not a solitary Pokémon. Exeggutor has been referred to as ""The Walking Tropical Rainforest"" or ""The Walking Jungle"". It can be sluggish during cloudy days due to the lack of sunlight. Being the result of an Evolution via Evolution stone , Exeggutor is rarely found in the wild, though they can be found in forests and jungles . Exeggutor and its pre-evolved form, Exeggcute , are the only known Pokémon capable of learning the move Barrage .",Exeggutor evolves from Exeggcute .
53,Persian,1,65,70,60,65,65,115,"Persian is a large, quadrupedal, feline Pokémon . Its fur is pale tan with the exception of its black-rimmed ears. It has a short muzzle with a small, black nose, red eyes with slit pupils, rounded ears, a pair of pointed teeth in its upper jaw, and three whiskers on either side of its face. Its thick whiskers are very sensitive to changes in air movements, enabling it to detect its prey by movement alone. In the center of its forehead is a red jewel. Its long tail has a distinctive curl at the end. Persian communicates with body language and holds its tail upright to signal its intention to pounce. It has long legs and three-toed paws with retractable claws. Persian's lithe muscles also enable it to walk without making a sound. Persian normally lives in towns and cities . Although popular for its elegance, it is extremely difficult to raise as a pet due to its fickle and temperamental personality. It will scratch anyone, including its Trainer, with little or no provocation, and has been observed ripping its prey apart for no discernible reason. However, when Persian is yanked by its whiskers, it becomes temporarily docile for unknown reasons. It is popular among rich people and is targeted by hunters for its jewel. Its relationship with Perrserker is one of mutual disdain, as Persian's refined and elegant personality clashes with Perrserker's barbaric nature. As mentioned in Pokémon Sleep , Persian is known to clean and groom itself even when asleep.Even when asleep, Persian maintains its striking and haughty expression. Persian and its evolutionary relatives are the only known Pokémon capable of learning the move Pay Day by leveling up.",Persian evolves from Meowth .
54,Psyduck,1,50,52,48,65,50,55,"Psyduck is a yellow Pokémon resembling a duck or a bipedal platypus . On top of its head are three thick strands of black hair, and it has a wide, flat cream-colored beak. Psyduck's eyes seem vacant and have tiny pupils. Its legs and tail are stubby, and it has cream-colored webbed feet. There are three claws on each of its hands. Psyduck is constantly stunned by its headache and is unable to think very clearly. It usually stands immobile, trying to calm its headache. However, when its headache becomes too severe, Psyduck releases tension in the form of strong psychic powers. The use of these powers produces brain waves identical to those seen in sleepers, and the Pokémon is unable to recall these episodes. Psyduck lives in freshwater lakes and small ponds, but can be seen in rivers in tropical areas as shown in Pokémon Snap . As mentioned in Pokémon Sleep , Psyduck suffers headaches while it sleeps.Very rarely, their sights are Psyduck sleeping peacefully while not holding its head. Prior to Generation V , Psyduck and its evolved form, Golduck , were the only known Pokémon that could have Cloud Nine as an Ability .",Psyduck evolves into Golduck .
128,Tauros,1,75,100,95,40,70,110,"Tauros is a quadrupedal, bovine Pokémon . It is covered in light brown fur with a thick, darker brown mane around the neck. It has a hump on its shoulders, a rounded muzzle with a dark brown nose, small, triangular eyes, three gray bumps running vertically down its forehead, and a pair of curved, gray horns growing from atop its head. Each of its three black tails has a tuft of fur on the end, and there is a single gray hoof on each foot. Tauros is a male-only species. Tauros is a violent, rowdy Pokémon that whips itself into a frenzy using its three tails. It serves as a warning to others that Tauros is about to charge with astonishing speed. Once it starts charging, it is unable to stop or change course until it hits something. Tauros are capable of smashing through large boulders when charging. It lives and travels in herds on plains and grasslands . It will lock horns with others of its kind, and the herd's protector takes pride in its battle-scarred horns. While still ferocious, Tauros are calmer in Alola than elsewhere, likely due to the region's climate. It is believed that the practice of using Tauros as Ride Pokémon , which is done to this day, originated in Alola. In contrast, Tauros in Galar are more volatile and don't like to be ridden.",
16,Pidgey,1,40,45,40,35,35,56,"Pidgey is a small, plump-bodied avian Pokémon . It is primarily brown with a cream-colored face, underside, and flight feathers. On top of its head is a short crest of three tufts. The center crest feathers are brown, and the outer two tufts are cream-colored. Just under its crest are its narrow eyes, which have white sclera and pupil and black irises. Angular black markings extend from behind its eyes and continue down its cheeks. It has a short, stubby beak and feet with two toes in front and one in back. Both its beak and feet are a grayish-pink. It has a short, brown tail made of three feathers. Pidgey has an extremely sharp sense of direction and homing instincts. It can travel straight back to its nest regardless of how far away it might have flown. It is a docile Pokémon and prefers to flee from its enemies rather than fight them. Flapping its wings rapidly can whip up dust clouds and create whirlwinds to protect itself and flush out potential prey. Pidgey is common throughout its range and can often be seen in meadows and temperate forests . Ekans and Sneasel are natural predators of Pidgey. In Generation III , Feather Dance was its signature move , though other Pokémon could still inherit it via breeding .","Pidgey evolves into Pidgeotto , which evolves into Pidgeot ."
125,Electabuzz,1,65,83,57,95,85,105,"Electabuzz is a slightly humanoid Pokémon with a few feline traits. It has antennae with bulbous tips where its ears should be, two long tufts of fur on top of its head, small eyes, and two large fangs in its upper jaw. It is covered in yellow fur with many black stripes. There is a large, lightning bolt-shaped stripe on Electabuzz's chest, a V-shaped stripe on its forehead, one stripe on its side, a thick stripe down its back, two bands on each leg, several broken bands on each arm, and many rings around its long tail. There are three clawed toes on each of its feet, two in front and one in back, and five fingers on each hand. In the dark, Electabuzz will glow light blue from the electrical charges running across its body. It is constantly leaking more electricity than it consumes. Being near an Electabuzz will cause a human's hair to stand on end. Electabuzz often gathered groups around tall trees to wait for the upcoming storm. During torrential thunderstorms, Electabuzz will compete to find locations likely to be struck by lightning to absorb the electric power. Electabuzz is often used as an alternative to lightning rods because it is unharmed by the absorption of electricity. It is also capable of entirely nonverbal communication via electrical currents when near another of its species. Blackouts have been known to happen when groups of Electabuzz gather to consume electricity from power plants, they often get blamed for the occurring power outages. As a result, Ground-type Pokémon are kept around power plants to keep Electabuzz from raiding, although the blackouts are usually the fault of the electric companies, not Electabuzz. There is ongoing research on using Electabuzz to store away lightning until it is needed to be used later. As demonstrated in the Pokémon the Series episode Showdown at Dark City , Electabuzz is sent into a rage by the color red. In battle, Electabuzz windmills its arms, apparently to add momentum to its punches. This method of battle seems ineffective, as opponents can escape in the meantime. Electabuzz typically resides near power plants and can cause blackouts in cities, though it can also be found in grasslands .",Electabuzz evolves from Elekid and evolves into Electivire .
87,Dewgong,1,90,70,80,70,95,70,"Dewgong is a pinniped Pokémon with a snowy white, furry body. Its fur renders it virtually invisible in snowy conditions. Its face has two black eyes, a black nose, and two tusks extending from its upper jaw. It has a streamlined body with two front flippers and a long flowing tail. Even in extremely cold and ice-packed waters, its tail allows it to be a swift and agile swimmer at speeds of 8 knots . On top of its head is a sharp horn, which allows it to cut through the thickest ice floes. It lives on icebergs adrift in frigid ocean waters . It thrives in lower temperatures, becoming increasingly more active the colder the weather. By storing thermal energy within its body, it is completely unharmed by even the most intense freezing weather. During daylight hours, it sleeps on bitterly cold ice or under shallow water. However, at night when the temperature drops, it becomes a hunter and searches for prey such as Wishiwashi . Following a meal, it sunbathes on the beach. This raises its body temperature and aids in digestion.",Dewgong evolves from Seel .
8,Wartortle,1,59,63,80,65,80,58,"Wartortle is a bipedal, indigo reptilian Pokémon similar to a turtle . It has brown eyes, a dark blue streak on each cheek, and two sharp teeth protruding from its upper jaw. It has three clawed fingers and pointed toes. On each side of its head are feather-like ears covered in pale blue fur. A brown shell with a pale yellow underside encases its body. A thick, white rim separates the upper and lower halves of the shell. An older Wartortle may have scars and algae growing on its shell. Poking out of the bottom of the shell is a thick, wavy tail that also has light blue fur and cannot be fully withdrawn into its shell. Its tail fur will darken with age. Its tail symbolizes longevity and good luck, making this Pokémon popular with the elderly. Because it is larger than Squirtle and has a larger shell, Wartortle has a more difficult time walking on land and keeping its balance in the water. Wartortle moves its furry ears and tail as both rudders and balancing rods to maintain balance while swimming at high speeds. Air can be stored in its fur for extended underwater diving. It hides in water when hunting and emerges to surprise its prey. It's shown in the Pokémon the Series episode Beach Blank-Out Blastoise that Wartortle can be found living in colonies on islands. Still, its preferred habitat seems to be freshwater ponds and lakes . As shown in Pokémon Sleep , it is known to sleep with its body tucked into its shell while remaining wary of threats.It leaves its long, furry tail poking out a bit to feel out its surroundings in case of danger. In Generation II , Wartortle and its evolutionary relatives were the only known Pokémon capable of learning the move Skull Bash naturally, but other Pokémon could still inherit it via breeding .",Wartortle evolves from Squirtle and evolves into Blastoise .
34,Nidoking,1,81,92,77,85,75,85,"Nidoking is a large, bipedal, purple mammalian Pokémon with distinct reptilian features. It has narrow eyes, large, spiny ears, fur-like tufts on its cheeks, and a short snout filled with pointed teeth. A long, venomous horn is on its forehead and a ridge of spines down its back. Gray plates cover its chest and belly, with a gray, rounded spine on each elbow. Each hand has three claws, while each foot has only a single hoof-like nail. It has a long, powerful tail. Nidoking is a male-only species. It is said that Nidoking's tail can topple a metal transmission tower. Nidoking uses this tail to smash, constrict, or break the bones of its prey and enemies. The tail can also be swung to create distance between it and its foes before Nidoking charges. Its steel-like hide adds to its powerful, rampaging charges. Nidoking's horn is powerful enough to crush diamonds. Nidoking is known to be very proud of its own strength. When Nidoking goes on a rampage, it becomes impossible to control. Only a Nidoqueen that it has lived with for a long time can calm it down from its rampages. As shown in the 21st chapter of Pokémon Adventures , Nidoking has strong acid within its claws. Being the result of Evolution via an Evolution stone , Nidoking is rarely found in the wild. However, they can be found in savannas and plains .",Nidoking evolves from Nidorino and is the final form of Nidoran♂ .
88,Grimer,1,80,80,50,40,50,25,"Grimer is a slimy, amorphous Pokémon , born from sludge in dirty streams or seabeds that are exposed to lunar radiation. It has two large eyes with beady pupils and a gaping mouth with a gray tongue. While it lacks any visible legs, it does have two arms with three digits on each hand. Its purple sludge body contains a variety of pungent bacteria, which are so potent that it renders soil barren and incapable of supporting plant life. It is constantly oozing a bacteria-rich fluid from all parts of its body. Should it run out of internal germs, Grimer will die. Pieces of it often break off during travel and go on to become new Grimer. When combined with another Grimer, it produces new poisonous compounds. Due to its lack of a solid form, Grimer is capable of squeezing into any space or crevices with relative ease. It uses this to penetrate sewage pipes and feed off of the filthy wastewater inside. Its population fluctuates based on the availability of waste, which is Grimer's main diet. It can be found in polluted lakes and streams, as well as within cities and factories where trash and industrial waste can be found. In recent years, thanks to efforts in environmental improvements and a decrease in their food source of waste, Grimer is now facing extinction. Prior to Generation IV , Grimer and its evolved form, Muk , were the only known Pokémon that could have Stench as an Ability .",Grimer evolves into Muk .
23,Ekans,1,35,60,44,40,54,55,"Ekans is a purple, serpentine Pokémon . Its eyes, underbelly, the thick stripe around its neck, and the rattle are yellow. Ekans have three pairs of black lines encircling their body, and another line connects to each slit-pupil eye and curves toward its nose. Its large mouth has a round, pink tongue and no visible teeth. While painful, a newborn Ekans's bite is not venomous. This Pokémon grows longer with age. Ekans live in grassy savannas and plains , moving stealthily through the grass. It can also be found in forests and desolate wastelands, where it preys on Eggs from Pidgey and Spearow nests but will strike other prey from behind. By flicking its tongue out, it can detect danger and the scent of prey. Its jaw can detach to swallow large prey, but such a meal can make Ekans too heavy to move or become stuck and cause them to faint. It wraps itself around tree branches at night to rest. If not in a tree, it will coil itself up—a position in which it can defend itself from all directions. In the second movie , it is revealed to possess some swimming abilities. As shown in Pokémon Sleep , Ekans are known to sleep with their bodies all coiled up. It is believed that Ekans do this to terrify foes, no matter which direction the foe is. Before Generation II , Ekans and its evolved form, Arbok , were the only known Pokémon capable of learning the move Glare .",Ekans evolves into Arbok .
10,Caterpie,1,45,30,35,20,20,45,"Caterpie is an insect Pokémon that resembles a green caterpillar with a yellow underside and teardrop-shaped tail. Yellow ring-shaped markings down the sides of its segmented body resemble its eyes and are meant to scare off predators. Its most notable characteristic is the bright red antenna ( osmeterium ) on its head, which releases a stench to repel predators. Despite these features and its camouflage in green foliage, Caterpie is often preyed upon by Flying-type Pokémon. Its four tiny feet are tipped with suction cups, permitting this Pokémon to scale most surfaces with minimal effort. Caterpie is easy to capture and grows quickly, making it ideal for new Trainers . As Caterpie grow and develop over time, they will shed their skin many times before finally cocooning themselves in thick silk. It can also spit this silk to entangle foes as seen in the Pokémon the Series episode Ash Catches a Pokémon . It has a voracious appetite, driving it to eat a hundred leaves daily. It will even eat leaves bigger than itself. According to the 54th chapter of Pokémon Adventures , its favorite food is the Vermilion flower. Caterpie lives in temperate forests and jungles . As shown in Pokémon Sleep , Caterpie is known to sleep occasionally while using String Shot . On occasion, it drools out strings instead of saliva.","Caterpie evolves into Metapod , which evolves into Butterfree ."
114,Tangela,1,65,55,115,100,40,60,"Tangela is a plant Pokémon covered by blue, seaweed-like vines that obscure its face. There is a small opening in the vines that reveals its eyes surrounded by a black space. The vines give Tangela a round shape, but it is unknown what it looks like without them. Its vines are covered in fine hair and are always growing. If damaged or lost, replacements are quickly grown back . There is a pair of red boot-like feet poking out from under the vines, but no visible arms. Tangela can ensnare and entangle anything that moves too close to it with its vines. The vines constantly jiggle and sway, unnerving enemies and causing a tickling sensation if ensnared. Tangela's vines will snap off easily and painlessly if the target pulls on them, so it can quickly escape. The vines of Tangela are said to have a refreshing flavor and scent. In Galar , its vines are used as herbs. Tangela has been sighted in temperate grasslands and swamps, and has been known to playfully swing on tree branches using its vines.",Tangela evolves into Tangrowth .
14,Kakuna,1,45,25,50,25,25,35,"Kakuna is a yellow, insect cocoon-like Pokémon . Kakuna has a dome-shaped head and black, triangular eyes with glowing white pupils. It has two scythe-like arms in the middle of its body. When it comes close to evolving, its body gives off heat that makes it warm to the touch. Kakuna remains virtually immobile and waits for Evolution, often hanging from tree branches by long strands of silk. When attacked, however, it can extend its poison barbs. Kakuna nests in temperate forests and misty wooded areas. Occasionally, it will also nest at the mouth of tunnels and caves, as seen in Pokémon Snap .",Kakuna evolves from Weedle and evolves into Beedrill .
76,Golem,1,80,110,130,55,65,45,"Golem is a bipedal tortoise-like boulder Pokémon with a spherical body covered by a shell of plated, green rocks. Its body is so hard that even dynamite cannot scratch it. Its head protrudes from the center of the shell. The head has a flat snout with two pointed teeth in the lower jaw and red eyes. It has short arms that have three claws and two legs with feet that have four claws in front and one in back. The head and limbs are light brown. Golem grows bigger by shedding its skin once a year. The discarded shell immediately hardens when exposed to air, crumbling away and returning to the soil. Farmers are known to collect Golem's shells. Golem's soil is spread across fields to promote crop growth. However, it stops shedding with age and moss grows over its shell. As shown in the Bandai Pokémon Carddass Cards , Golem's shell is hollow, despite it looking like it is not. As shown in The Bridge Bike Gang , Golem can withdraw its head and limbs into its shell and roll at high speeds. It is dangerous when doing this, as it is unable to see and may crash into or run over anything in its path. To prevent it from rolling into the homes of people downhill, grooves are dug into the sides of the mountains to divert the rolling Golem's course. It is seldom seen in the wild, but may rarely be sighted in mountainous regions. Golem are known to detonate their own body. It uses this explosive force to jump from mountain to mountain. As mentioned in Pokémon Sleep , Golem is known to occasionally sleep upside down.It is believed that Golem rocks itself into a deep slumber, similar to a cradle. However, there's a chance a sleeping Golem may roll into anyone nearby it, hence why it is best to stay clear of Golem while it sleeps.",Golem evolves from Graveler and is the final form of Geodude .
80,Slowbro,1,95,75,110,100,80,30,"Slowbro is a bipedal, pink Pokémon with a tan, striped belly and a rounded, tan muzzle. It has large, vacant eyes, curled ears, and two small pointed teeth protruding from its upper jaw. It has three clawed fingers on its hands and two clawed toes on its feet. There is a Shellder attached to its tail. This Shellder has a gray, spiral shell with darker gray spots and small, triangular eyes near the base. There are several spikes across the surface of the Shellder, and it holds onto Slowbro with many sharp teeth. Shellder developed its spiral form in an effort to suck more sweetness out of Slowbro's tail. If its tail or the Shellder attached to it is broken off, Slowbro will revert to its unevolved form, Slowpoke . Slowbro has lost the capability to feel pain due to the Shellder's poison. While typically lazy and unintelligent, Slowbro apparently becomes inspired when the Shellder bites down on its tail. While it is capable of unleashing powerful psychic attacks, Slowbro is typically rather peaceful and usually prefers not to fight. Because it can no longer fish using its tail, it instead swims to catch its prey and allows the Shellder to feed on its leftover scraps. Slowbro tends to live near ponds, lakes, and seashores . As mentioned in Pokémon Sleep , Slowbro usually sleeps at the same time as the Shellder biting its tail. On occasion, it sleeps even when Shellder is still awake.","Slowbro evolves from Slowpoke and is one of its final forms, the other being Slowking ."
124,Jynx,1,65,50,35,115,95,95,"Jynx is a bipedal, humanoid Pokémon that resembles a woman. It has a purple face, pink lips, saucer-like eyes, and long blonde hair. It wears a red gown with two gold circlets on the chest. While the Pokémon the Series episode Stage Fight! showed it to possess feet, the games show only blackness under the dress, and it lacks a footprint . Despite this, it is able to learn the kicking move Triple Axel . It has white arms and five-fingered purple hands. Jynx is a female-only species with no male counterpart. Originally, its face was colored black. Pokémon Stadium 's fainting animation had it disappear, leaving only its hair behind and implying that what appears to be dark-colored skin is actually just darkness. Jynx has a language that sounds similar to human speech and includes several cry patterns. However, this language has yet to be deciphered. It prefers to communicate by using dance-like movements. There are some musicians who compose songs for Jynx to sing. These rhythmic movements often cause people to dance along with it. The Jynx in Alola are said to have wonderful precise movements. In certain parts of Galar , it has been feared and worshiped while being called the ""Queen of Ice"". The Jynx in Galar are said to have beautiful and delicate voices and a fanbase dedicated to them. Jynx are able to extend their lips to kiss its opponent. Jynx is often found in urban areas .",Jynx evolves from Smoochum .
151,Mew,1,100,100,100,100,100,100,"Mew is a pink, bipedal Pokémon with mammalian features. It has a rounded, wide snout; triangular ears; and large, blue eyes. It has short arms with three-fingered paws and large hind paws with oval markings on the soles. Its tail is long and thin with an ovoid tip. Its fur is so fine and thin, it can only be seen under a microscope. Mew has shown a playful, childish personality, showing signs of high intelligence, curiosity, shyness, playfulness, and even selflessness. It is said to have the DNA of every single Pokémon contained within its body. This causes many scientists to theorize that Mew is the ancestor of all Pokémon . It is an incredibly adaptable species, capable of levitation and teleportation. It can use almost all known moves , regardless of their types . It has also shown the rare power to transform into all known Pokémon . It is capable of making itself invisible at will, so it entirely avoids notice even if it approaches people. As seen on several occasions, it has the ability to create an orb of energy around itself for protection, which can come in many colors, such as green, yellow, and pink. According to journals found in Kanto 's Pokémon Mansion , Mr. Fuji is the one who discovered Mew deep in the jungle and coined its name. With other scientists, he managed to gather some of Mew's DNA and used it in his mansion to create a modified clone of it, aiming it to be the most powerful Pokémon of all, which resulted in the birth of the Legendary Pokémon Mewtwo . Since Mew can make itself invisible, very few people have seen it , leading some scientists to declare it extinct and most to assume it to be nothing, but a mirage. However, sightings of it are still being reported to this day, confirming its existence. Even though it's rarely seen, it will willingly show itself to a person who is pure of heart and has a strong desire to see it.",
46,Paras,1,35,70,55,45,55,25,"Paras is an orange, insectoid Pokémon that resembles the nymph stage of a cicada . Its ovoid body is segmented, and it has three pairs of legs. The foremost pair of legs is the largest and has sharp claws at the tips. There are five specks on its forehead and three teeth on either side of its mouth. It has circular eyes with large pseudopupils. Red-and-yellow mushrooms known as tochukaso grow on this Pokémon's back. The mushrooms can be removed at any time and grow from spores that are doused on this Pokémon's back at birth by the mushroom on its mother's back. Tochukaso are parasitic in nature, drawing their nutrients from the host Paras's body in order to grow and exerting some command over the Pokémon's actions. For example, Paras drains nutrients from tree roots due to commands from the mushrooms. The mushrooms are also popular among collectors and have medicinal uses, usually involving extended life. Prior to Generation III , Spore was its signature move . Paras can often be found in caves ; however, it can also thrive in damp forests . In the Alola region , the mushrooms on its back do not grow well. This is thought to be from a lack of moisture or nutrients.",Paras evolves into Parasect .
106,Hitmonlee,1,50,120,53,35,110,87,"Hitmonlee is a humanoid Pokémon with an ovoid body. Lacking a distinct neck and head, its upper torso has almond-shaped eyes with black space around them and appears to lack a nose and mouth. Primarily brown, it has cream-colored, segmented arms and legs. Each hand has three fingers and each foot has three clawed toes. The soles of its feet and its ankles have circular, yellow pads. Hitmonlee is an exclusively male species with no female counterpart. Hitmonlee's legs freely contract and stretch similar to a coiled spring (and one particular Hitmonlee can do this with its arms as well). The source of its power comes from the ligaments in its legs that Hitmonlee can fully control. This flexibility allows Hitmonlee to run with lengthy strides, giving it greater reach for its kicks. Its excellent sense of balance enables it to kick in succession from any position. Hitmonlee's kicking strength is incredibly powerful owing to its diamond-like soles. Right before kicking an opponent, Hitmonlee will harden the muscles on the sole of its foot, allowing it to maximize the full power of its kick. It has sometimes been nicknamed the ""Kick Master"". After battling, it rubs down its legs to relax the tight muscles. Rarely found in the wild, it is primarily found in urban areas . It has been seen competing with either Hitmonchan , or Hitmontop . Hitmonlee has had several kicking moves as signature moves :",Hitmonlee evolves from Tyrogue .
102,Exeggcute,1,60,40,80,60,45,40,"Exeggcute is a Pokémon resembling a group of six light pink ""eggs"", usually seen arranged with five heads huddled around a sixth. Each ""head"" has a slightly different facial expression, but each face has triangular eyes with tiny black pupils and a small mouth. Each shell has some cracks, and one member of the bundle usually has its yellow insides or brain exposed. More numerous cracks are a sign that it is close to Evolution . Despite looking like eggs, Exeggcute is actually more closely related to plant seeds . It is believed to carry genes of plants and other species. Exeggcute gather in swarms of six. The heads communicate with each other by using a form of telepathy that only they can understand. Should the number of Exeggcute be reduced to less than six, the remaining Exeggcute will attempt to replace it with a similarly sized Pokémon as seen in the Pikachu short Pikachu's Rescue Adventure . It needs six Exeggcute in order to stay balanced or else it becomes nervous and cowardly. Pidgeotto and Crabrawler are its natural predators, which it chases off with psychokinesis. Exeggcute inhabits jungles and forests . Exeggcute in the Alola region tend to be heavier than those from elsewhere. This is due to the shells being packed full. Exeggcute and its evolved form, Exeggutor , are the only known Pokémon capable of learning the move Barrage .",Exeggcute evolves into Exeggutor .
24,Arbok,1,60,85,69,65,79,80,"Arbok is a serpentine Pokémon that resembles a cobra . It has narrow eyes and several sharp teeth. Just below its head is a large hood with a face-like pattern. This pattern has over 20 possible variations. The pattern typically has two red and yellow eyespots outlined in black, a wide black streak resembling an upturned mouth, and a black V-shaped stripe above the eyespots. Arbok is capable of crushing opponents by coiling its body around them and squeezing them tightly. It can even flatten steel oil drums. If it encounters an enemy, it raises its head, mimics, and stuns the opponent using the frightening pattern on its body. It can also make eerie sounds by expelling air from its mouth. It has been stated that if any part of Arbok's body except for the head is cut off, it can regrow the rest of its body again in a few weeks. It also can detect vibrations as shown in the Pokémon the Series episode The Whistle Stop . The Pokémon the Series episode The Misty Mermaid shows that Arbok can spend long periods underwater and survive in aquatic environments. One particular Arbok could change its pattern at any time to increase power to different stats and get invulnerability to status conditions , if the pattern is uncovered. Arbok is territorial. It lashes out at intruders with long fangs tipped with deadly venom. Vengeful in nature, it will not give up a chase once it targets its prey or an opponent, no matter how far. It makes its home in grassy savannas and plains , but it can also be found in forests and desolate wastelands alongside its pre-evolved form Ekans . In the wild, it hunts smaller Pokémon such as Wooper , and also preys on Pidgey and Spearow Eggs. When hunting, it uses the pattern on its hood to immobilize prey, then constricts them, and finally poisons the target to finish them off and eat them. As shown in Pokémon Sleep , Arbok is known to display its belly while sleeping. It is theorized that Arbok does this to scare other Pokémon away by showcasing its fearsome markings.",Arbok evolves from Ekans .
49,Venomoth,1,70,65,60,90,75,90,"Venomoth is a lepidopteran insect Pokémon whose body is varying shades of purple. Its head and thorax are both light purple, and it has bulbous, round, light blue eyes, a small mandible, and a three-point crest on its head. Tucked close to its thorax are three pairs of tiny, whitish legs. Its abdomen is paler with several black, zigzagging stripes encircling it. It has two pairs of pale purple moth-like wings with thin black venation . Its official artwork and various TCG cards depict the wings as translucent. Venomoth's wings are covered in dust-like scales that vary in color depending on their toxic capability. Dark scales are poisonous, while lighter scales can cause paralysis. These scales are released when Venomoth flutters its wings and leak out poison once they make contact with the skin. Venomoth lives in dense temperate forests with thick undergrowth and little light. As a nocturnal Pokémon, Venomoth comes out at night to hunt for its favorite prey. It prefers to feed on insects that gather around light sources, and Venomoth is attracted to bright lights itself. As stated in the third chapter of Pokémon Adventures , Venomoth has a short lifespan.",Venomoth evolves from Venonat .
147,Dratini,1,41,64,45,50,50,50,"Dratini is a reptilian Pokémon with a blue serpentine body and a white underside. It has white, three-pronged fins on the sides of its head and a white bump on its forehead, which is its horn growing. Above its round, white snout are oval, purple eyes. Dratini's life energy is constantly building so it is always growing, and can reach lengths of over six feet (2 meters). As it grows, it sheds its skin regularly; it hides behind a rapid waterfall during the process to protect itself, since the new skin is soft in texture. The shed skin can be tanned and used to create luxury boots. Dratini has been referred as the ""Mirage Pokémon"", because its existence was originally thought to be nothing more than a myth. Dratini was first discovered by a fisherman who spent 10 hours attempting to capture it. A small colony has also been found underwater, further confirming its existence. Dratini live near or in bodies of water with a rapid flow, such as the pools at the bottom of waterfalls. It lives a quiet life underwater, eating any food that sinks down to the bottom. As mentioned in Pokémon Sleep , Dratini's sleeping habits used to be a mystery due to how rare it was.However, in recent years, Dratini's sleep styles have been discovered and well documented. This is due to trainers who have obtained Dratini and observed its sleeping habits. The four different sleep styles discovered are called Coiled Sleep , Wriggly Sleep , Uncoiled Sleep , and Atop-Belly Sleep .","Dratini evolves into Dragonair , which evolves into Dragonite ."
